Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,isPreGPT,isSTEM,isAbstract,isWritten,isUD
"Lubarda, Vlado",CENG 15,FA20,78,46,0.9329999999999999,0.953,4.9,3.51,3.41,True,True,False,False,False
"Lubarda, Vlado",CENG 15,FA20,39,23,0.909,0.818,4.5,3.77,3.59,True,True,False,False,False
"Vargas Consuelos, Carlos Ingram",ENG 10,FA20,26,13,0.9229999999999999,0.917,2.81,3.91,3.97,True,True,False,False,False
"Mancinelli, Ryan Mark",ENG 100D,FA20,41,13,0.9229999999999999,0.9229999999999999,9.42,3.77,3.65,True,True,False,False,True
"Evdokimenko, Ekaterina",ENG 20,FA20,24,14,0.929,1.0,4.36,3.93,3.87,True,True,False,False,False
"Alexandrov, Ludmil B",BENG 100,SP20,153,64,0.703,0.7809999999999999,7.31,3.62,3.76,True,True,False,False,True
"Engler, Adam J.",BENG 102,SP20,51,25,0.64,0.72,6.66,3.44,3.66,True,True,False,False,True
"Fraley, Stephanie I.",BENG 103B,SP20,130,113,0.732,0.759,10.0,3.26,3.65,True,True,False,False,True
"Schmid-Schoenbein, Geert W",BENG 112B,SP20,56,34,0.636,0.581,7.23,3.18,3.85,True,True,False,False,True
"Contijoch, Francisco",BENG 125,SP20,105,56,0.833,0.83,6.87,3.42,3.54,True,True,False,False,True
"Mali, Prashant Gulab Ram",BENG 133,SP20,25,10,0.9,0.7,8.7,3.43,3.79,True,True,False,False,True
"Cabrales, Pedro",BENG 140B,SP20,72,30,0.9670000000000001,1.0,7.63,3.56,3.82,True,True,False,False,True
"Zhang, Kun",BENG 160,SP20,70,48,0.8540000000000001,0.938,9.0,3.75,3.81,True,True,False,False,True
"Cabrales, Pedro",BENG 172,SP20,57,34,0.9640000000000001,0.9620000000000001,12.26,3.61,3.83,True,True,False,False,True
"Omens, Jeffrey Howard",BENG 172,SP20,57,34,0.9640000000000001,0.9620000000000001,12.26,3.61,3.83,True,True,False,False,True
"Bafna, Vineet",BENG 182,SP20,25,13,0.846,0.846,6.65,3.56,3.77,True,True,False,False,True
"Kwon, Ester Jihae",BENG 186A,SP20,130,95,0.894,0.9359999999999999,6.61,3.56,3.72,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP20,55,28,0.963,0.963,4.5,3.93,3.93,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP20,46,24,0.958,0.958,3.02,3.95,3.97,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP20,50,16,0.938,1.0,4.75,3.93,3.92,True,True,False,False,True
"Contijoch, Francisco",BENG 189,SP20,32,12,0.909,0.909,7.67,3.67,3.59,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 101C,SP20,89,75,0.96,1.0,8.79,3.61,3.69,True,True,False,False,True
"Chen, Zheng",CENG 113,SP20,48,31,0.8059999999999999,0.742,8.31,3.32,3.23,True,True,False,False,True
"Drews, Aaron",CENG 113,SP20,101,67,0.97,1.0,9.29,3.51,3.62,True,True,False,False,True
"Powell, Alyssa",CENG 124B,SP20,103,59,0.915,0.9490000000000001,6.19,3.67,3.8,True,True,False,False,True
"Russ, Benjamin Edward",CENG 124B,SP20,103,59,0.915,0.983,6.19,3.67,3.8,True,True,False,False,True
"Bae, Jinhye",CENG 134,SP20,24,24,0.958,0.875,6.0,3.48,3.75,True,True,False,False,True
"Drews, Aaron",CENG 176B,SP20,60,30,0.897,0.966,8.98,3.29,3.48,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 176B,SP20,43,16,0.938,0.938,6.13,3.46,3.44,True,True,False,False,True
"Mancinelli, Ryan Mark",ENG 100D,SP20,54,23,0.9129999999999999,0.9570000000000001,8.59,3.71,3.83,True,True,False,False,True
"Ngo, Anh-Thu T.",ENG 100D,SP20,40,12,1.0,0.917,5.83,3.9,3.71,True,True,False,False,True
"Valdez-Jasso, Daniela",BENG 112A,WI20,47,46,0.978,0.978,6.67,3.39,3.04,True,True,False,False,True
"Valdez-Jasso, Daniela",BENG 112A,WI20,22,22,0.955,1.0,6.05,3.14,2.82,True,True,False,False,True
"Subramaniam, Shankar",BENG 120,WI20,50,25,0.409,0.7,8.5,3.18,3.73,True,True,False,False,True
"Wang, Yingxiao",BENG 120,WI20,50,25,0.409,0.263,8.5,3.18,3.73,True,True,False,False,True
"Palsson, Bernhard O.",BENG 123,WI20,76,23,0.773,0.8640000000000001,11.54,3.26,2.93,True,True,False,False,True
"Hasty, Jeff M",BENG 125,WI20,48,9,0.875,0.625,4.75,3.5,3.48,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 125,WI20,48,9,0.875,1.0,4.75,3.5,3.48,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 126B,WI20,24,7,0.857,1.0,7.93,3.86,4.0,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 129B,WI20,22,5,0.8,0.8,4.9,4.0,3.95,True,True,False,False,True
"Coleman, Todd Prentice",BENG 130,WI20,164,62,0.466,0.596,7.78,3.15,3.42,True,True,False,False,True
"Silva, Gabriel",BENG 140A,WI20,86,32,0.966,0.966,6.43,3.37,3.59,True,True,False,False,True
"Lewis, Nathan E",BENG 161B,WI20,49,22,0.682,0.727,7.74,3.43,3.09,True,True,False,False,True
"Wang, Yingxiao",BENG 168,WI20,106,32,0.897,0.759,7.26,3.39,3.67,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 179B,WI20,41,9,0.857,1.0,4.21,4.0,3.85,True,True,False,False,True
"Pevzner, Pavel Arkadjevich",BENG 181,WI20,23,11,0.909,0.727,15.41,3.45,3.37,True,True,False,False,True
"Cauwenberghs, Gert",BENG 186B,WI20,42,17,0.625,1.0,10.88,3.19,3.25,True,True,False,False,True
"Alvarez-Cabanillas, Miguel",BENG 186B,WI20,24,9,0.667,0.33299999999999996,11.83,3.0,2.94,True,True,False,False,True
"Liu, Ping",CENG 101B,WI20,62,47,0.909,0.8859999999999999,8.94,2.98,3.03,True,True,False,False,True
"Lubarda, Vlado",CENG 101B,WI20,46,32,0.935,1.0,6.44,3.5,3.75,True,True,False,False,True
"Shah, Nisarg",CENG 102,WI20,48,45,0.956,0.867,7.82,3.27,3.26,True,True,False,False,True
"Powell, Alyssa",CENG 102,WI20,100,98,0.9179999999999999,0.9690000000000001,8.66,3.15,3.32,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 114,WI20,98,93,0.8490000000000001,0.9570000000000001,6.93,3.26,3.37,True,True,False,False,True
"Powell, Alyssa",CENG 124A,WI20,105,50,0.88,0.94,7.1,3.46,3.77,True,True,False,False,True
"Russ, Benjamin Edward",CENG 124A,WI20,105,49,0.878,0.9590000000000001,7.15,3.45,3.77,True,True,False,False,True
"Pokorski, Jonathan Kyle",CENG 134,WI20,22,12,0.909,1.0,4.83,3.42,3.38,True,True,False,False,True
"Lubarda, Vlado",CENG 15,WI20,25,15,0.867,0.9329999999999999,4.23,3.67,3.75,True,True,False,False,False
"Opatkiewicz, Justin Paul",CENG 157,WI20,27,15,1.0,1.0,5.17,3.53,3.8,True,True,False,False,True
"Drews, Aaron",CENG 176A,WI20,60,22,0.909,0.955,9.41,3.55,3.77,True,True,False,False,True
"Zhang, Liangfang",CENG 176A,WI20,42,17,0.9329999999999999,1.0,8.9,3.8,3.65,True,True,False,False,True
"Williams, Ebonee P.",ENG 100B,WI20,21,6,1.0,1.0,1.3,4.0,4.0,True,True,False,False,True
"Mancinelli, Ryan Mark",ENG 100D,WI20,55,27,0.9259999999999999,0.963,8.8,3.7,3.84,True,True,False,False,True
"Ngo, Anh-Thu T.",ENG 100D,WI20,59,25,0.8,0.76,5.46,3.68,3.65,True,True,False,False,True
"Mc Culloch, Andrew Douglas",BENG 110,FA19,47,44,0.8370000000000001,0.8370000000000001,6.73,3.19,3.0,True,True,False,False,True
"Mc Culloch, Andrew Douglas",BENG 110,FA19,49,43,0.907,0.93,6.31,3.42,3.1,True,True,False,False,True
"Gough, David A.",BENG 122A,FA19,49,18,0.353,0.125,5.06,3.44,3.58,True,True,False,False,True
"Gough, David A.",BENG 122A,FA19,37,10,0.222,0.111,3.83,3.56,3.59,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 126A,FA19,24,8,0.5,1.0,3.83,3.67,3.85,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 129A,FA19,22,3,0.667,1.0,5.83,4.0,3.95,True,True,False,False,True
"Coleman, Todd Prentice",BENG 134,FA19,23,12,0.75,0.917,11.33,2.67,3.3,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 135,FA19,33,6,1.0,1.0,5.5,4.0,3.62,True,True,False,False,True
"Lal, Ratnesh",BENG 141,FA19,20,17,0.941,0.882,5.44,3.59,3.76,True,True,False,False,True
"Fraley, Stephanie I.",BENG 161A,FA19,52,36,0.972,0.9440000000000001,8.67,3.4,3.3,True,True,False,False,True
"Mali, Prashant Gulab Ram",BENG 162,FA19,50,42,0.81,0.8290000000000001,7.77,3.73,3.54,True,True,False,False,True
"Sah, Robert Lie-Yuan",BENG 166A,FA19,61,47,0.111,0.136,8.95,3.29,3.47,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 179A,FA19,44,6,0.8,1.0,4.5,4.0,3.68,True,True,False,False,True
"Zhong, Sheng",BENG 183,FA19,83,37,0.889,0.889,5.28,3.72,3.55,True,True,False,False,True
"Chen, Zheng",CENG 100,FA19,68,57,0.982,0.895,7.03,3.21,2.99,True,True,False,False,True
"Powell, Alyssa",CENG 100,FA19,48,29,1.0,0.966,6.36,3.41,3.2,True,True,False,False,True
"Powell, Alyssa",CENG 100,FA19,30,21,0.857,1.0,6.79,3.14,2.9,True,True,False,False,True
"Miller, David R.",CENG 101A,FA19,149,90,0.747,0.69,12.22,3.25,2.93,True,True,False,False,True
"Bae, Jinhye",CENG 101A,FA19,38,34,0.765,0.912,11.26,3.09,3.02,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 120,FA19,69,65,0.9229999999999999,0.985,8.65,3.13,3.07,True,True,False,False,True
"Russ, Benjamin Edward",CENG 120,FA19,36,34,0.735,0.727,7.32,3.12,3.16,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 122,FA19,66,63,0.9520000000000001,0.9840000000000001,8.12,3.25,3.09,True,True,False,False,True
"Powell, Alyssa",CENG 122,FA19,38,29,0.929,1.0,9.81,3.17,3.06,True,True,False,False,True
"Yang, Kesong",CENG 15,FA19,36,32,0.9690000000000001,0.903,4.38,3.41,2.84,True,True,False,False,False
"Yang, Kesong",CENG 15,FA19,60,53,0.83,0.83,4.95,3.55,3.05,True,True,False,False,False
"Ridley, Robyn Elizabeth",ENG 10,FA19,22,20,0.65,0.9,3.4,3.67,3.63,True,True,False,False,False
"Mancinelli, Ryan Mark",ENG 100D,FA19,58,22,0.909,1.0,7.14,3.76,3.83,True,True,False,False,True
"Ngo, Anh-Thu T.",ENG 100D,FA19,39,22,0.545,0.591,6.23,3.27,3.39,True,True,False,False,True
"Evdokimenko, Ekaterina",ENG 20,FA19,31,18,0.778,0.889,4.06,3.83,3.92,True,True,False,False,False
"Alexandrov, Ludmil B",BENG 100,SP19,174,80,0.6,0.8,7.38,3.14,2.87,True,True,False,False,True
"Huang, Xiaohua",BENG 102,SP19,41,22,0.7,0.55,6.9,3.5,3.41,True,True,False,False,True
"Fraley, Stephanie I.",BENG 103B,SP19,119,106,0.868,0.8959999999999999,8.82,3.28,2.97,True,True,False,False,True
"Engler, Adam J.",BENG 112B,SP19,64,58,0.946,1.0,7.18,3.3,3.24,True,True,False,False,True
"Contijoch, Francisco",BENG 125,SP19,136,36,1.0,0.968,6.5,3.42,3.48,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 125,SP19,136,36,1.0,0.968,6.5,3.42,3.48,True,True,False,False,True
"Mali, Prashant Gulab Ram",BENG 133,SP19,43,33,0.7809999999999999,0.938,7.69,3.21,3.27,True,True,False,False,True
"Broccard, Frederic Denis",BENG 140B,SP19,33,8,1.0,0.875,7.0,3.5,2.79,True,True,False,False,True
"Alvarez-Cabanillas, Miguel",BENG 140B,SP19,49,28,0.462,0.154,6.5,3.44,3.48,True,True,False,False,True
"Zhang, Kun",BENG 160,SP19,56,32,0.7809999999999999,0.8440000000000001,7.85,3.74,3.38,True,True,False,False,True
"Cabrales, Pedro",BENG 172,SP19,51,17,0.929,1.0,10.13,3.67,3.41,True,True,False,False,True
"Omens, Jeffrey Howard",BENG 172,SP19,51,17,0.929,1.0,10.13,3.67,3.41,True,True,False,False,True
"Bafna, Vineet",BENG 182,SP19,26,7,0.7140000000000001,0.857,7.36,3.14,3.24,True,True,False,False,True
"Kwon, Ester Jihae",BENG 186A,SP19,101,71,0.826,0.9279999999999999,6.38,3.49,3.26,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP19,53,12,1.0,1.0,4.68,3.91,3.61,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP19,55,9,0.889,1.0,3.39,4.0,3.61,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 101C,SP19,82,80,0.925,0.975,7.95,3.04,3.05,True,True,False,False,True
"Shah, Nisarg",CENG 101C,SP19,27,20,0.737,0.47100000000000003,9.76,2.89,3.23,True,True,False,False,True
"Drews, Aaron",CENG 113,SP19,86,68,0.912,0.985,10.82,3.13,2.92,True,True,False,False,True
"Chen, Zheng",CENG 113,SP19,22,19,0.895,0.895,7.66,3.26,3.14,True,True,False,False,True
"Powell, Alyssa",CENG 124B,SP19,99,58,0.815,1.0,5.08,3.77,3.76,True,True,False,False,True
"Russ, Benjamin Edward",CENG 124B,SP19,99,58,0.815,0.722,5.08,3.77,3.76,True,True,False,False,True
"Pokorski, Jonathan Kyle",CENG 134,SP19,48,23,1.0,0.905,4.88,3.45,3.23,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 157,SP19,42,25,1.0,1.0,5.83,3.48,3.34,True,True,False,False,True
"Drews, Aaron",CENG 176B,SP19,51,23,0.9570000000000001,0.9570000000000001,5.2,3.74,3.45,True,True,False,False,True
"Zhang, Liangfang",CENG 176B,SP19,48,20,0.9,0.85,7.1,3.75,3.57,True,True,False,False,True
"Evdokimenko, Ekaterina",ENG 10,SP19,25,9,0.875,0.875,2.0,3.83,3.79,True,True,False,False,False
"Mancinelli, Ryan Mark",ENG 100D,SP19,48,19,1.0,1.0,8.5,4.0,3.77,True,True,False,False,True
"Mc Culloch, Andrew Douglas",BENG 112A,WI19,70,15,0.857,0.7859999999999999,7.07,3.5,3.15,True,True,False,False,True
"Subramaniam, Shankar",BENG 120,WI19,53,25,0.5,0.652,8.25,3.33,3.38,True,True,False,False,True
"Wang, Yingxiao",BENG 120,WI19,52,25,0.5,0.542,8.25,3.33,3.38,True,True,False,False,True
"Palsson, Bernhard O.",BENG 123,WI19,61,18,0.765,0.588,11.72,3.56,3.01,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 126B,WI19,20,3,0.667,1.0,5.17,4.0,3.65,True,True,False,False,True
"Subramaniam, Shankar",BENG 130,WI19,184,55,0.5579999999999999,0.6920000000000001,6.5,3.25,3.58,True,True,False,False,True
"Cabrales, Pedro",BENG 140A,WI19,88,51,0.922,0.961,6.03,3.4,3.24,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 152,WI19,32,11,1.0,1.0,6.1,4.0,3.77,True,True,False,False,True
"Huang, Xiaohua",BENG 161B,WI19,40,24,1.0,0.875,7.2,3.88,3.68,True,True,False,False,True
"Lewis, Nathan E",BENG 161B,WI19,24,3,0.33299999999999996,0.667,5.17,3.67,3.16,True,True,False,False,True
"Wang, Yingxiao",BENG 168,WI19,75,20,0.95,1.0,6.61,3.63,3.74,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 179B,WI19,59,3,0.5,1.0,9.5,3.5,3.87,True,True,False,False,True
"Pevzner, Pavel Arkadjevich",BENG 181,WI19,26,8,1.0,0.857,19.07,3.86,3.21,True,True,False,False,True
"Cauwenberghs, Gert",BENG 186B,WI19,69,16,0.938,0.8,9.0,3.38,3.33,True,True,False,False,True
"Liu, Ping",CENG 101B,WI19,60,35,0.853,0.941,8.1,3.17,3.03,True,True,False,False,True
"Lubarda, Vlado",CENG 101B,WI19,49,31,0.935,1.0,5.98,3.26,3.05,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 102,WI19,66,59,0.932,0.983,9.08,3.23,3.05,True,True,False,False,True
"Powell, Alyssa",CENG 102,WI19,47,41,0.85,0.95,9.75,3.03,3.06,True,True,False,False,True
"Ong, Shyue Ping",CENG 114,WI19,92,82,0.805,0.902,6.91,3.05,2.9,True,True,False,False,True
"Powell, Alyssa",CENG 124A,WI19,98,71,0.754,0.955,6.33,3.48,3.52,True,True,False,False,True
"Russ, Benjamin Edward",CENG 124A,WI19,98,71,0.754,0.667,6.33,3.48,3.52,True,True,False,False,True
"Lubarda, Vlado",CENG 15,WI19,33,14,0.833,0.833,5.5,3.42,3.33,True,True,False,False,False
"Drews, Aaron",CENG 176A,WI19,50,21,0.95,0.95,8.1,3.4,3.45,True,True,False,False,True
"Zhang, Liangfang",CENG 176A,WI19,48,24,0.9520000000000001,0.905,8.31,3.62,3.65,True,True,False,False,True
"Mancinelli, Ryan Mark",ENG 100D,WI19,60,20,0.889,1.0,6.06,3.69,3.78,True,True,False,False,True
"Mc Culloch, Andrew Douglas",BENG 110,FA18,63,33,0.968,0.935,5.79,3.58,3.25,True,True,False,False,True
"Valdez-Jasso, Daniela",BENG 110,FA18,47,15,0.769,0.6920000000000001,8.04,3.62,3.13,True,True,False,False,True
"Metallo, Christian Michael",BENG 122A,FA18,59,18,0.941,0.882,6.38,3.71,3.47,True,True,False,False,True
"Coleman, Todd Prentice",BENG 134,FA18,32,18,0.875,0.938,17.25,3.19,3.63,True,True,False,False,True
"Lal, Ratnesh",BENG 141,FA18,32,29,0.9309999999999999,0.897,4.98,3.76,3.66,True,True,False,False,True
"Fraley, Stephanie I.",BENG 161A,FA18,67,55,0.909,0.8909999999999999,9.52,3.31,3.02,True,True,False,False,True
"Mali, Prashant Gulab Ram",BENG 162,FA18,66,57,0.8420000000000001,0.895,8.68,3.53,3.16,True,True,False,False,True
"Sah, Robert Lie-Yuan",BENG 166A,FA18,71,42,0.146,0.2,9.85,3.22,3.4,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 179A,FA18,58,7,0.667,0.667,8.21,4.0,3.93,True,True,False,False,True
"Zhong, Sheng",BENG 183,FA18,73,28,0.6920000000000001,0.76,3.02,3.59,3.54,True,True,False,False,True
"Engler, Adam J.",BENG 193,FA18,26,9,1.0,1.0,7.39,4.0,3.88,True,True,False,False,True
"Chen, Zheng",CENG 100,FA18,100,57,0.907,0.722,6.06,3.22,2.9,True,True,False,False,True
"Powell, Alyssa",CENG 100,FA18,47,27,0.9620000000000001,1.0,4.88,3.58,2.96,True,True,False,False,True
"Miller, David R.",CENG 101A,FA18,173,89,0.762,0.59,11.8,3.06,3.0,True,True,False,False,True
"Russ, Benjamin Edward",CENG 120,FA18,98,86,0.8370000000000001,0.5579999999999999,8.1,3.28,3.21,True,True,False,False,True
"Powell, Alyssa",CENG 122,FA18,51,42,1.0,1.0,6.7,3.71,3.44,True,True,False,False,True
"Zhang, Liangfang",CENG 122,FA18,46,34,0.8440000000000001,0.6559999999999999,6.95,3.29,3.21,True,True,False,False,True
"Lubarda, Vlado",CENG 15,FA18,62,30,0.867,0.8,4.37,3.53,3.32,True,True,False,False,False
"Lubarda, Vlado",CENG 15,FA18,58,27,0.846,0.731,5.09,3.59,3.32,True,True,False,False,False
"Drews, Aaron",CENG 15,FA18,24,12,0.818,1.0,9.77,2.92,2.92,True,True,False,False,False
"Choi, Seongcheol",ENG 10,FA18,20,15,0.5329999999999999,0.5329999999999999,2.9,3.8,3.72,True,True,False,False,False
"Evdokimenko, Ekaterina",ENG 10,FA18,22,14,0.5710000000000001,0.7140000000000001,2.21,3.92,3.94,True,True,False,False,False
"Bratton, Maryann",ENG 100D,FA18,59,44,0.932,0.8859999999999999,5.45,3.91,3.61,True,True,False,False,True
"Bratton, Maryann",ENG 100D,FA18,53,39,0.6920000000000001,0.763,5.85,3.47,3.61,True,True,False,False,True
"Alexandrov, Ludmil B",BENG 100,SP18,163,74,0.764,0.9009999999999999,7.2,3.18,2.91,True,True,False,False,True
"Huang, Xiaohua",BENG 102,SP18,51,20,0.632,0.579,5.03,3.53,3.72,True,True,False,False,True
"Fraley, Stephanie I.",BENG 103B,SP18,119,110,0.873,0.927,8.74,3.32,3.0,True,True,False,False,True
"Mc Culloch, Andrew Douglas",BENG 112B,SP18,59,18,0.556,0.556,4.94,3.44,3.82,True,True,False,False,True
"Hasty, Jeff M",BENG 125,SP18,131,41,0.8109999999999999,0.722,6.66,3.32,3.51,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 125,SP18,131,41,0.8109999999999999,0.757,6.66,3.32,3.51,True,True,False,False,True
"Mali, Prashant Gulab Ram",BENG 133,SP18,23,23,0.9129999999999999,1.0,6.67,3.43,3.57,True,True,False,False,True
"Silva, Gabriel",BENG 140B,SP18,40,18,0.706,0.706,5.32,3.56,3.37,True,True,False,False,True
"Devor, Anna",BENG 140B,SP18,30,11,1.0,1.0,3.41,3.64,3.78,True,True,False,False,True
"Zhang, Kun",BENG 160,SP18,63,57,0.807,0.9470000000000001,8.01,3.54,3.36,True,True,False,False,True
"Cabrales, Pedro",BENG 172,SP18,45,12,0.833,1.0,10.0,3.55,3.56,True,True,False,False,True
"Omens, Jeffrey Howard",BENG 172,SP18,45,12,0.833,1.0,10.0,3.55,3.56,True,True,False,False,True
"Bafna, Vineet",BENG 182,SP18,20,6,0.833,1.0,8.5,2.83,3.25,True,True,False,False,True
"Dequach, Jessica A",BENG 186A,SP18,105,78,0.632,0.645,6.03,3.23,3.18,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP18,23,5,1.0,1.0,6.5,4.0,3.9,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP18,58,16,0.75,0.938,6.0,3.88,3.9,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 187D,SP18,48,16,0.929,1.0,3.83,4.0,3.9,True,True,False,False,True
"Gough, David A.",BENG 189,SP18,31,8,0.375,0.25,4.5,3.38,3.72,True,True,False,False,True
"Silva, Gabriel",BENG 189,SP18,31,8,0.375,0.75,4.5,3.38,3.72,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 101C,SP18,101,97,0.8959999999999999,0.9259999999999999,8.33,3.24,3.17,True,True,False,False,True
"Drews, Aaron",CENG 113,SP18,85,49,0.915,1.0,9.05,3.23,3.07,True,True,False,False,True
"Safari, Iman",CENG 113,SP18,42,40,0.95,0.9,8.65,3.3,3.69,True,True,False,False,True
"Russ, Benjamin Edward",CENG 124B,SP18,102,82,0.617,0.951,4.82,3.72,3.73,True,True,False,False,True
"Talbot, Jan B",CENG 124B,SP18,102,83,0.622,0.622,4.81,3.72,3.73,True,True,False,False,True
"Lipomi, Darren John",CENG 134,SP18,35,17,0.8240000000000001,1.0,5.09,3.31,2.8,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 157,SP18,58,42,0.976,1.0,5.83,3.37,3.29,True,True,False,False,True
"Drews, Aaron",CENG 176B,SP18,55,29,0.966,0.966,7.4,3.75,3.58,True,True,False,False,True
"Chen, Zheng",CENG 176B,SP18,49,25,1.0,0.958,8.26,3.84,3.76,True,True,False,False,True
"Choi, Seongcheol",ENG 10,SP18,24,8,1.0,1.0,3.5,4.0,3.83,True,True,False,False,False
"Reynante, Brandon Marcellino",ENG 100D,SP18,52,48,0.7709999999999999,0.9570000000000001,7.92,3.6,3.59,True,True,False,False,True
"Reynante, Brandon Marcellino",ENG 100D,SP18,48,39,1.0,1.0,7.09,3.58,3.59,True,True,False,False,True
"Reynante, Brandon Marcellino",ENG 100D,SP18,32,30,0.8,0.9329999999999999,8.37,3.64,3.59,True,True,False,False,True
"Omens, Jeffrey Howard",BENG 112A,WI18,62,21,0.9,0.9,5.87,3.58,3.52,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 119B,WI18,24,5,0.6,1.0,3.7,4.0,4.0,True,True,False,False,True
"Subramaniam, Shankar",BENG 120,WI18,51,26,0.68,0.8,7.92,2.88,3.39,True,True,False,False,True
"Wang, Yingxiao",BENG 120,WI18,50,26,0.68,0.64,7.92,2.88,3.39,True,True,False,False,True
"Palsson, Bernhard O.",BENG 123,WI18,67,20,0.667,0.667,11.91,3.5,3.36,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 128B,WI18,21,9,0.889,1.0,9.75,3.89,4.0,True,True,False,False,True
"Huang, Xiaohua",BENG 130,WI18,169,99,0.737,0.6459999999999999,6.54,3.42,3.43,True,True,False,False,True
"Cabrales, Pedro",BENG 140A,WI18,49,26,0.917,0.917,7.83,3.58,3.59,True,True,False,False,True
"Sparks, Steven Ray",BENG 140A,WI18,29,10,0.667,0.33299999999999996,6.06,3.11,3.6,True,True,False,False,True
"Metallo, Christian Michael",BENG 161B,WI18,47,15,0.867,0.9329999999999999,7.57,3.33,3.4,True,True,False,False,True
"Wang, Yingxiao",BENG 168,WI18,72,20,1.0,1.0,7.2,3.65,3.71,True,True,False,False,True
"Wheeler, Bruce Christopher",BENG 169B,WI18,27,5,1.0,1.0,7.7,4.0,4.0,True,True,False,False,True
"Pevzner, Pavel Arkadjevich",BENG 181,WI18,39,19,0.706,0.706,17.61,2.89,3.3,True,True,False,False,True
"Cauwenberghs, Gert",BENG 186B,WI18,40,12,0.818,0.909,9.0,3.17,3.39,True,True,False,False,True
"Alvarez-Cabanillas, Miguel",BENG 186B,WI18,20,10,1.0,0.875,10.75,3.0,3.38,True,True,False,False,True
"Liu, Ping",CENG 101B,WI18,69,48,0.8959999999999999,0.8540000000000001,8.83,3.19,2.95,True,True,False,False,True
"Lubarda, Vlado",CENG 101B,WI18,41,27,0.889,1.0,6.65,3.63,3.7,True,True,False,False,True
"Opatkiewicz, Justin Paul",CENG 102,WI18,89,87,0.9540000000000001,0.9540000000000001,9.01,3.13,3.08,True,True,False,False,True
"Safari, Iman",CENG 102,WI18,31,30,0.8,0.633,10.3,3.03,3.76,True,True,False,False,True
"Ong, Shyue Ping",CENG 114,WI18,110,102,0.833,0.8140000000000001,6.97,3.19,2.95,True,True,False,False,True
"Russ, Benjamin Edward",CENG 124A,WI18,106,74,0.568,0.89,5.74,3.48,3.61,True,True,False,False,True
"Talbot, Jan B",CENG 124A,WI18,106,74,0.581,0.486,5.74,3.48,3.61,True,True,False,False,True
"Yang, Kesong",CENG 15,WI18,21,17,0.941,0.882,4.15,3.59,3.08,True,True,False,False,False
"Drews, Aaron",CENG 176A,WI18,56,25,0.92,0.92,9.38,3.63,3.58,True,True,False,False,True
"Zhang, Liangfang",CENG 176A,WI18,50,23,0.857,1.0,10.12,3.52,3.61,True,True,False,False,True
"Larson, David Philip",ENG 10,WI18,24,18,0.9440000000000001,1.0,2.17,3.88,3.97,True,True,False,False,False
"Choi, Seongcheol",ENG 10,WI18,24,19,0.833,0.833,2.72,4.0,4.0,True,True,False,False,False
"Reynante, Brandon Marcellino",ENG 100D,WI18,46,45,0.8220000000000001,0.978,7.12,3.61,3.61,True,True,False,False,True
"Reynante, Brandon Marcellino",ENG 100D,WI18,46,44,0.977,1.0,6.83,3.6,3.61,True,True,False,False,True
"Reynante, Brandon Marcellino",ENG 100D,WI18,44,43,0.93,1.0,7.66,3.66,3.61,True,True,False,False,True
"Mc Culloch, Andrew Douglas",BENG 110,FA17,90,44,0.628,0.488,6.45,3.36,3.73,True,True,False,False,True
