Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Deshmukh, Lalit",CHEM 167,SP21,151,122,0.893,0.902,6.5,3.16,3.11
"Mayer, Kathryn Jeanette",CHEM 173,SP21,90,38,1.0,1.0,4.28,3.94,3.83
"Dickson, Andrew Gilmore",CHEM 174,SP21,37,16,0.875,0.938,6.38,3.23,3.05
"Albizati, Kim F.",CHEM 40A,SP21,259,106,0.79,0.95,7.4,3.16,2.78
"Hoeger, Carl",CHEM 40B,SP21,137,37,0.73,0.703,9.42,2.87,2.7
"Schmidt, Valerie A",CHEM 40B,SP21,181,168,0.7020000000000001,0.774,7.63,3.01,3.35
"Ferguson, Fleur",CHEM 40B,SP21,168,115,0.583,0.557,8.91,2.78,3.09
"Romero, Nathan A",CHEM 40C,SP21,337,177,0.743,0.871,7.83,3.09,3.22
"Ternansky, Robert J.",CHEM 40C,SP21,215,99,0.617,0.6809999999999999,8.42,2.83,2.93
"Tor, Yitzhak",CHEM 40CH,SP21,84,46,0.935,1.0,7.26,3.52,3.48
"Klosterman, Jeremy K",CHEM 43A,SP21,347,318,0.855,0.8140000000000001,8.39,3.32,3.11
"Klosterman, Jeremy K",CHEM 43A,SP21,352,323,0.8420000000000001,0.8640000000000001,8.25,3.33,3.22
"Deshmukh, Lalit",CHEM 6A,SP21,221,168,0.909,0.915,5.38,3.12,3.03
"Young, Mark",CHEM 6B,SP21,219,97,0.742,0.753,6.84,2.94,2.79
"Young, Mark",CHEM 6B,SP21,254,122,0.675,0.726,7.63,2.95,2.9
"Debelouchina, Galia T",CHEM 6C,SP21,319,200,0.8809999999999999,0.985,6.5,3.43,3.44
"Brydges, Stacey",CHEM 6C,SP21,306,170,0.861,0.867,7.27,3.33,3.47
"Stallings, Dontarie M",CHEM 6C,SP21,288,237,0.9229999999999999,0.9229999999999999,5.86,3.4,3.07
"Stallings, Dontarie M",CHEM 6C,SP21,277,225,0.9329999999999999,0.9059999999999999,5.76,3.4,3.14
"Brydges, Stacey",CHEM 6C,SP21,290,173,0.8420000000000001,0.871,6.72,3.18,3.42
"Kubiak, Clifford Paul",CHEM 6CH,SP21,53,32,0.8059999999999999,0.833,6.24,3.46,3.84
"Schurmeier, Kimberly",CHEM 7L,SP21,272,241,0.649,0.762,8.76,3.2,3.09
"Schurmeier, Kimberly",CHEM 7L,SP21,286,254,0.606,0.768,8.59,3.31,3.11
"Pomeroy, Robert S.",CHEM 100A,WI21,149,74,0.847,0.831,10.69,3.49,3.12
"Pomeroy, Robert S.",CHEM 100B,WI21,32,12,0.75,0.833,9.33,3.09,3.4
"Pomeroy, Robert S.",CHEM 100B,WI21,27,9,0.7140000000000001,1.0,12.5,3.5,3.42
"Young, Mark",CHEM 105A,WI21,34,11,0.364,0.636,10.5,2.63,3.29
"Young, Mark",CHEM 105A,WI21,40,14,0.231,0.462,10.5,3.3,3.43
"Hamaoka, Brent Y",CHEM 109,WI21,54,19,0.9470000000000001,0.8420000000000001,9.76,3.79,3.88
"Hamaoka, Brent Y",CHEM 109,WI21,47,18,1.0,0.9440000000000001,10.94,3.83,3.68
"Muller, Ulrich K.",CHEM 114A,WI21,141,80,0.9209999999999999,0.907,6.99,3.18,3.14
"Budin, Itay",CHEM 114B,WI21,190,118,0.975,0.991,7.43,3.29,3.22
"Joseph, Simpson",CHEM 114C,WI21,60,28,0.885,0.8,7.73,3.0,2.78
"Komor, Alexis C",CHEM 115,WI21,23,9,1.0,1.0,8.5,3.44,3.59
"Huang, Xuemei",CHEM 12,WI21,59,15,0.857,0.857,4.36,3.8,3.52
"Figueroa, Joshua",CHEM 120A,WI21,68,46,0.956,0.955,6.54,3.12,2.78
"Sailor, Michael Joseph",CHEM 120B,WI21,117,39,0.917,0.972,7.15,3.25,3.39
"Tezcan, Faik",CHEM 125,WI21,27,10,1.0,1.0,4.5,3.22,3.23
"Schoeneberg, Johannes",CHEM 126A,WI21,78,64,0.8440000000000001,0.8909999999999999,6.78,3.02,3.01
"Paesani, Francesco",CHEM 126B,WI21,264,113,0.586,0.847,8.29,2.96,2.97
"Galperin, Michael",CHEM 131,WI21,114,41,0.8290000000000001,0.902,8.21,3.08,2.81
"Ternansky, Robert J.",CHEM 143B,WI21,134,62,0.593,0.475,7.96,2.9,3.53
"Donoghue, Daniel J.",CHEM 151,WI21,80,31,0.968,1.0,3.66,3.97,3.95
"Herzik, Mark Anthony",CHEM 165,WI21,22,10,0.8,0.889,8.7,3.17,3.47
"Devaraj, Neal Krishna",CHEM 168,WI21,119,104,0.971,0.971,5.27,3.29,3.22
"Thiemens, Mark H",CHEM 172,WI21,55,14,0.7859999999999999,0.929,5.21,3.36,3.01
"Bertrand, Guy",CHEM 40A,WI21,241,120,0.9570000000000001,1.0,6.43,3.45,2.93
"Bertrand, Guy",CHEM 40A,WI21,244,123,0.9420000000000001,0.983,6.47,3.39,2.92
"Ternansky, Robert J.",CHEM 40B,WI21,164,87,0.723,0.6829999999999999,8.99,2.83,2.79
"Klosterman, Jeremy K",CHEM 40B,WI21,302,257,0.816,0.8859999999999999,8.59,3.08,2.99
"Hoeger, Carl",CHEM 40B,WI21,280,111,0.619,0.657,9.17,2.93,3.06
"Burkart, Michael D",CHEM 40B,WI21,214,188,0.785,0.941,8.26,2.97,3.09
"Weizman, Haim",CHEM 40BH,WI21,80,49,0.898,0.9390000000000001,8.21,3.23,3.67
"Godula, Kamil",CHEM 40C,WI21,388,360,0.722,0.858,8.23,3.29,3.44
"Weizman, Haim",CHEM 43A,WI21,258,143,0.373,0.44,12.56,3.15,3.48
"Weizman, Haim",CHEM 43A,WI21,344,213,0.34299999999999997,0.41600000000000004,13.9,3.03,3.52
"Tezcan, Faik",CHEM 6A,WI21,302,150,0.836,0.804,6.73,3.14,2.94
"Albizati, Kim F.",CHEM 6A,WI21,297,144,0.816,0.797,6.36,3.02,2.87
"Stallings, Dontarie M",CHEM 6B,WI21,311,274,0.8079999999999999,0.8029999999999999,7.43,3.04,2.69
"Hoeger, Carl",CHEM 6B,WI21,222,128,0.728,0.504,7.81,2.81,3.33
"Komor, Alexis C",CHEM 6B,WI21,291,253,0.897,0.9009999999999999,6.71,3.44,3.43
"Lam, Tin Yiu",CHEM 6B,WI21,217,113,0.85,0.792,6.52,3.19,3.03
"Lam, Tin Yiu",CHEM 6B,WI21,217,120,0.889,0.879,7.03,3.23,3.16
"Schurmeier, Kimberly",CHEM 6B,WI21,237,216,0.843,0.8009999999999999,6.55,3.32,3.11
"Stallings, Dontarie M",CHEM 6B,WI21,231,213,0.8490000000000001,0.816,6.92,3.26,3.04
"Paesani, Francesco",CHEM 6BH,WI21,76,53,0.8270000000000001,0.904,7.27,3.22,3.42
"Ghosh, Partho",CHEM 6C,WI21,222,114,0.82,0.9009999999999999,7.07,2.98,2.7
"Leigh, Brian",CHEM 7L,WI21,242,131,0.9129999999999999,0.976,8.12,3.22,3.26
"Leigh, Brian",CHEM 7L,WI21,240,134,0.867,0.9690000000000001,7.96,3.28,3.29
"Pomeroy, Robert S.",CHEM 100A,FA20,165,71,0.797,0.899,9.22,3.39,3.3
"Young, Mark",CHEM 105A,FA20,37,14,0.7140000000000001,0.7859999999999999,13.5,3.21,3.23
"Young, Mark",CHEM 105A,FA20,39,12,1.0,1.0,11.83,3.5,2.83
"Stallings, Dontarie M",CHEM 108,FA20,72,61,0.667,0.6829999999999999,12.67,3.41,3.44
"Stallings, Dontarie M",CHEM 108,FA20,47,39,0.615,0.6920000000000001,15.78,3.38,3.29
"Mrse, Anthony Adrian",CHEM 11,FA20,344,161,0.943,0.981,5.39,3.55,3.55
"Herzik, Mark Anthony",CHEM 114A,FA20,288,151,0.884,0.789,9.22,3.01,2.9
"Mishanina, Tatiana V",CHEM 114B,FA20,77,48,0.884,0.907,8.36,3.51,3.45
"Godula, Kamil",CHEM 116,FA20,51,22,1.0,1.0,6.32,3.43,3.56
"Rinehart, Jeffrey Dennis",CHEM 120A,FA20,339,173,0.83,0.888,7.29,3.29,3.2
"Yuen Zhou, Joel",CHEM 126A,FA20,289,181,0.711,0.828,8.59,3.09,3.11
"Yuen Zhou, Joel",CHEM 126A,FA20,21,9,0.889,0.889,8.28,3.56,3.11
"Sinha, Amitabha",CHEM 130,FA20,129,106,0.575,0.6,9.99,2.67,2.53
"Esko, Jeffrey D.",CHEM 142,FA20,32,13,1.0,1.0,6.5,3.33,3.68
"Godula, Kamil",CHEM 142,FA20,32,13,1.0,1.0,6.5,3.33,3.68
"Ternansky, Robert J.",CHEM 143C,FA20,101,48,0.7659999999999999,0.723,8.37,2.98,3.33
"Theodorakis, Emmanuel",CHEM 152,FA20,28,9,0.778,0.889,7.83,3.0,3.14
"Tor, Yitzhak",CHEM 154,FA20,49,18,0.9440000000000001,0.9440000000000001,7.39,3.19,3.4
"Slade, Jonathan",CHEM 171,FA20,121,65,0.9329999999999999,0.95,5.47,3.46,3.23
"Hoeger, Carl",CHEM 4,FA20,393,211,0.847,0.764,6.28,2.91,3.18
"Oconnor, Joseph M.",CHEM 40A,FA20,159,76,0.613,0.56,9.57,2.51,2.43
"Hoeger, Carl",CHEM 40A,FA20,340,161,0.725,0.6890000000000001,9.02,2.84,2.78
"Albizati, Kim F.",CHEM 40A,FA20,268,133,0.828,0.945,8.04,2.98,2.87
"Albizati, Kim F.",CHEM 40A,FA20,411,207,0.8690000000000001,0.955,7.64,3.07,2.93
"Perrin, Charles L.",CHEM 40A,FA20,102,57,0.732,0.691,7.48,2.82,2.32
"Theodorakis, Emmanuel",CHEM 40B,FA20,303,133,0.6509999999999999,0.784,7.96,2.8,2.73
"Ternansky, Robert J.",CHEM 40C,FA20,163,78,0.447,0.513,9.89,2.7,2.71
"Klosterman, Jeremy K",CHEM 43A,FA20,405,394,0.802,0.86,7.18,3.37,3.27
"Klosterman, Jeremy K",CHEM 43AM,FA20,41,35,0.914,0.943,6.84,3.34,2.91
"Pomeroy, Robert S.",CHEM 6A,FA20,274,153,0.9259999999999999,0.885,6.06,3.24,3.37
"Schurmeier, Kimberly",CHEM 6A,FA20,319,274,0.857,0.8390000000000001,5.88,3.24,2.81
"Brydges, Stacey",CHEM 6A,FA20,270,166,0.92,0.975,6.37,3.46,3.43
"Brydges, Stacey",CHEM 6A,FA20,315,184,0.9229999999999999,0.927,6.41,3.55,3.33
"Bussey, Thomas J",CHEM 6A,FA20,271,173,0.988,0.9940000000000001,6.23,3.49,3.35
"Lam, Tin Yiu",CHEM 6A,FA20,264,161,0.8959999999999999,0.856,5.73,3.34,3.21
"Zid, Brian M",CHEM 6A,FA20,318,188,0.973,0.9890000000000001,5.43,3.76,3.6
"Crowell, John E",CHEM 6A,FA20,318,198,0.608,0.295,5.85,3.35,3.34
"Bussey, Thomas J",CHEM 6A,FA20,315,219,0.976,0.986,6.06,3.53,3.46
"Tauber, Michael",CHEM 6AH,FA20,109,72,0.797,0.87,7.62,3.13,3.15
"Crowell, John E",CHEM 6B,FA20,236,99,0.633,0.439,7.57,2.99,2.81
"Lam, Tin Yiu",CHEM 6C,FA20,304,120,0.752,0.77,7.55,2.86,2.61
"Leigh, Brian",CHEM 7L,FA20,346,191,0.902,0.94,7.43,3.39,3.12
"Leigh, Brian",CHEM 7L,FA20,349,173,0.8909999999999999,0.958,8.19,3.25,2.96
"Pomeroy, Robert S.",CHEM 100A,SP20,65,19,0.9440000000000001,1.0,9.83,3.69,3.59
"Pomeroy, Robert S.",CHEM 100B,SP20,26,9,0.556,0.875,10.06,3.13,3.5
"Sinha, Amitabha",CHEM 105A,SP20,36,8,0.429,0.429,7.93,2.6,2.86
"Sinha, Amitabha",CHEM 105A,SP20,33,13,0.5379999999999999,0.833,11.27,3.18,3.19
"Jennings, Patricia A.",CHEM 108,SP20,53,24,0.7390000000000001,0.7829999999999999,5.5,3.26,3.67
"Jennings, Patricia A.",CHEM 108,SP20,47,9,0.875,0.75,4.75,3.88,3.78
"Wang, Wei",CHEM 11,SP20,302,169,0.929,0.917,4.33,3.68,3.7
"Komives, Elizabeth A",CHEM 113,SP20,73,32,1.0,1.0,6.88,3.84,3.86
"Mishanina, Tatiana V",CHEM 114B,SP20,102,39,1.0,1.0,7.37,3.69,3.55
"Toor, Navtej",CHEM 114C,SP20,266,97,0.8390000000000001,0.785,7.47,3.23,3.33
"Donoghue, Daniel J.",CHEM 118,SP20,252,100,0.938,0.9279999999999999,7.59,3.53,3.67
"Sailor, Michael Joseph",CHEM 120B,SP20,94,33,0.875,1.0,7.06,3.36,3.45
"Gibbard, Jemma Alice",CHEM 132,SP20,94,23,0.652,0.565,7.2,3.05,3.23
"Ternansky, Robert J.",CHEM 143B,SP20,110,48,0.7170000000000001,0.591,7.42,2.88,3.5
"Burkart, Michael D",CHEM 157,SP20,50,42,0.951,1.0,5.91,3.31,3.42
"Deshmukh, Lalit",CHEM 167,SP20,113,93,0.8170000000000001,0.774,7.66,3.11,3.16
"Prather, Kimberly A",CHEM 173,SP20,92,31,1.0,0.9670000000000001,4.89,3.87,3.77
"Dickson, Andrew Gilmore",CHEM 174,SP20,36,14,0.5710000000000001,0.7140000000000001,7.5,3.1,3.27
"Hoeger, Carl",CHEM 40A,SP20,190,78,0.608,0.595,8.45,2.85,3.2
"Schmidt, Valerie A",CHEM 40B,SP20,309,137,0.7390000000000001,0.746,8.49,3.23,3.66
"Albizati, Kim F.",CHEM 40B,SP20,419,185,0.8640000000000001,0.972,7.68,3.01,3.27
"Ternansky, Robert J.",CHEM 40C,SP20,163,83,0.7090000000000001,0.7090000000000001,10.03,2.98,3.09
"Hoeger, Carl",CHEM 40C,SP20,313,139,0.765,0.6970000000000001,9.1,3.1,3.49
"Tor, Yitzhak",CHEM 40CH,SP20,89,45,0.9329999999999999,0.956,7.61,3.4,3.89
"Klosterman, Jeremy K",CHEM 43A,SP20,195,173,0.8490000000000001,0.866,6.82,3.36,3.31
"Klosterman, Jeremy K",CHEM 43A,SP20,211,195,0.887,0.897,7.34,3.42,3.29
"Deshmukh, Lalit",CHEM 6A,SP20,144,87,0.7440000000000001,0.698,6.2,3.03,3.07
"Schurmeier, Kimberly",CHEM 6A,SP20,110,69,0.9570000000000001,0.986,7.25,3.28,3.34
"Young, Mark",CHEM 6B,SP20,221,106,0.687,0.633,7.04,2.92,3.01
"Young, Mark",CHEM 6B,SP20,280,129,0.7240000000000001,0.574,6.53,2.79,2.96
"Debelouchina, Galia T",CHEM 6C,SP20,396,217,0.948,0.986,5.41,3.43,3.43
"Brydges, Stacey",CHEM 6C,SP20,342,184,0.9229999999999999,0.9390000000000001,7.49,3.32,3.65
"Lam, Tin Yiu",CHEM 6C,SP20,228,124,0.847,0.746,6.57,3.22,3.23
"Stallings, Dontarie M",CHEM 6C,SP20,165,144,0.895,0.951,5.61,3.27,3.5
"Stallings, Dontarie M",CHEM 6C,SP20,153,125,0.9359999999999999,0.9359999999999999,5.67,3.34,3.5
"Kubiak, Clifford Paul",CHEM 6CH,SP20,44,26,0.846,0.9229999999999999,6.96,3.29,3.79
"Leigh, Brian",CHEM 7L,SP20,321,176,0.9079999999999999,0.971,6.83,3.31,3.47
"Leigh, Brian",CHEM 7L,SP20,295,173,0.9359999999999999,0.982,7.62,3.3,3.37
"Leigh, Brian",CHEM 7LM,SP20,78,47,0.809,0.9570000000000001,7.9,3.23,3.54
"Slade, Jonathan",CHEM 100A,WI20,143,86,0.866,0.9259999999999999,7.73,3.48,3.64
"Pomeroy, Robert S.",CHEM 100B,WI20,30,10,0.778,0.889,8.3,3.3,3.39
"Pomeroy, Robert S.",CHEM 100B,WI20,28,9,0.75,1.0,12.25,3.13,3.29
"Young, Mark",CHEM 105A,WI20,38,14,0.35700000000000004,0.5710000000000001,11.64,2.86,3.24
"Young, Mark",CHEM 105A,WI20,34,10,0.667,0.667,9.39,2.78,3.45
"McHugh, Colleen A",CHEM 109,WI20,47,27,0.9620000000000001,1.0,8.42,3.62,3.71
"McHugh, Colleen A",CHEM 109,WI20,45,12,1.0,0.909,9.83,3.5,3.47
"Muller, Ulrich K.",CHEM 114A,WI20,109,64,0.9,0.867,6.8,3.27,3.02
"Komives, Elizabeth A",CHEM 114B,WI20,284,133,0.953,0.9690000000000001,7.19,3.4,3.18
"Devaraj, Neal Krishna",CHEM 116,WI20,35,22,0.8640000000000001,0.818,3.59,3.33,3.68
"Huang, Xuemei",CHEM 12,WI20,54,19,0.833,0.889,6.39,3.0,3.14
"Tezcan, Faik",CHEM 125,WI20,35,17,0.813,0.875,4.63,2.87,2.98
"Paesani, Francesco",CHEM 126B,WI20,182,64,0.8029999999999999,0.951,7.17,3.1,2.66
"Galperin, Michael",CHEM 131,WI20,112,38,0.75,0.857,8.5,3.03,2.54
"Weizman, Haim",CHEM 143B,WI20,130,54,0.5579999999999999,0.804,6.85,2.98,3.25
"Donoghue, Daniel J.",CHEM 151,WI20,68,27,0.92,1.0,4.58,3.64,3.88
"Yang, Jerry",CHEM 156,WI20,20,4,0.75,1.0,5.0,3.25,3.43
"McHugh, Colleen A",CHEM 164,WI20,44,20,0.95,1.0,4.8,3.7,3.43
"Devaraj, Neal Krishna",CHEM 168,WI20,142,58,0.741,0.769,5.55,3.06,3.08
"Thiemens, Mark H",CHEM 172,WI20,63,24,0.9129999999999999,0.87,5.41,3.05,2.94
"Bertrand, Guy",CHEM 40A,WI20,264,137,0.9229999999999999,0.977,6.22,3.26,3.52
"Bertrand, Guy",CHEM 40A,WI20,299,147,0.9570000000000001,0.978,6.01,3.36,3.63
"Hoeger, Carl",CHEM 40A,WI20,134,57,0.745,0.88,7.93,2.65,3.28
"Ternansky, Robert J.",CHEM 40B,WI20,234,137,0.7090000000000001,0.857,9.74,2.75,2.71
"Klosterman, Jeremy K",CHEM 40B,WI20,298,190,0.807,0.935,8.56,3.04,2.87
"Ternansky, Robert J.",CHEM 40B,WI20,133,68,0.785,0.922,8.65,3.23,2.79
"Hoeger, Carl",CHEM 40B,WI20,188,83,0.638,0.759,9.02,2.75,3.26
"Weizman, Haim",CHEM 40BH,WI20,85,47,0.9129999999999999,0.956,7.85,3.3,3.67
"Godula, Kamil",CHEM 40C,WI20,322,304,0.8079999999999999,0.934,8.09,3.11,3.3
"Figueroa, Joshua",CHEM 43A,WI20,286,229,0.741,0.627,7.23,3.42,3.8
"Figueroa, Joshua",CHEM 43A,WI20,273,219,0.7040000000000001,0.544,7.9,3.31,3.74
"Tezcan, Faik",CHEM 6A,WI20,352,168,0.863,0.899,5.42,2.76,2.64
"Sailor, Michael Joseph",CHEM 6A,WI20,366,179,0.8640000000000001,0.7809999999999999,6.08,2.88,2.9
"Albizati, Kim F.",CHEM 6B,WI20,305,169,0.9059999999999999,0.892,5.09,3.13,3.12
"Kummel, Andrew C",CHEM 6B,WI20,116,74,0.8859999999999999,0.826,6.3,3.09,3.0
"Komor, Alexis C",CHEM 6B,WI20,194,142,0.899,0.9279999999999999,5.15,3.22,3.16
"Crowell, John E",CHEM 6B,WI20,81,39,0.737,0.474,7.34,2.89,2.65
"Crowell, John E",CHEM 6B,WI20,54,34,0.7809999999999999,0.613,6.88,3.13,2.83
"Bussey, Thomas J",CHEM 6B,WI20,399,235,0.8959999999999999,0.945,6.19,3.11,2.86
"Lam, Tin Yiu",CHEM 6B,WI20,392,217,0.748,0.662,7.42,2.98,2.82
"Paesani, Francesco",CHEM 6BH,WI20,53,36,0.917,0.972,7.06,3.44,3.43
"Ghosh, Partho",CHEM 6C,WI20,178,89,0.812,0.871,6.17,3.05,2.58
"Leigh, Brian",CHEM 7L,WI20,286,134,0.9620000000000001,0.992,6.22,3.24,3.06
"Leigh, Brian",CHEM 7L,WI20,295,150,0.9009999999999999,0.972,6.5,3.37,3.16
"Pomeroy, Robert S.",CHEM 100A,FA19,140,62,0.9640000000000001,0.9440000000000001,7.94,3.27,3.04
"Crowell, John E",CHEM 105A,FA19,39,19,0.667,0.889,8.17,3.39,3.22
"Crowell, John E",CHEM 105A,FA19,36,18,0.529,0.706,11.09,3.06,2.92
"Ghosh, Gourisankar",CHEM 108,FA19,48,30,0.69,0.44799999999999995,5.33,3.38,3.39
"Ghosh, Gourisankar",CHEM 108,FA19,48,23,0.8640000000000001,0.545,5.2,3.48,3.36
"Mishanina, Tatiana V",CHEM 109,FA19,35,15,1.0,0.929,7.79,3.36,3.42
"Mrse, Anthony Adrian",CHEM 11,FA19,297,141,0.862,0.9309999999999999,3.83,3.02,2.84
"Herzik, Mark Anthony",CHEM 114A,FA19,223,104,0.758,0.789,8.44,2.89,3.0
"Rinehart, Jeffrey Dennis",CHEM 120A,FA19,299,139,0.8759999999999999,0.977,7.28,3.17,2.93
"Yuen Zhou, Joel",CHEM 126A,FA19,201,144,0.657,0.887,8.6,2.88,2.88
"Sinha, Amitabha",CHEM 130,FA19,104,38,0.526,0.605,9.71,2.92,2.49
"Esko, Jeffrey D.",CHEM 142,FA19,21,8,1.0,1.0,4.0,3.38,3.89
"Godula, Kamil",CHEM 142,FA19,21,8,1.0,1.0,4.0,3.38,3.89
"Ternansky, Robert J.",CHEM 143C,FA19,60,28,1.0,0.9620000000000001,5.35,3.6,3.29
"Theodorakis, Emmanuel",CHEM 152,FA19,35,17,1.0,1.0,4.97,3.27,3.25
"Tor, Yitzhak",CHEM 154,FA19,52,21,0.95,1.0,6.71,3.11,3.23
"Slade, Jonathan",CHEM 171,FA19,113,62,0.81,0.768,3.33,3.38,3.27
"Hoeger, Carl",CHEM 4,FA19,343,183,0.753,0.7490000000000001,6.29,2.55,2.83
"Oconnor, Joseph M.",CHEM 40A,FA19,300,159,0.718,0.716,8.69,2.98,2.49
"Oconnor, Joseph M.",CHEM 40A,FA19,112,51,0.792,0.813,8.2,2.85,2.44
"Yang, Jerry",CHEM 40A,FA19,144,79,0.7659999999999999,0.792,8.71,2.96,2.66
"Albizati, Kim F.",CHEM 40A,FA19,404,210,0.858,0.9640000000000001,7.94,3.09,2.66
"Perrin, Charles L.",CHEM 40A,FA19,294,140,0.7070000000000001,0.6890000000000001,8.03,2.88,2.46
"Weizman, Haim",CHEM 40B,FA19,307,163,0.8009999999999999,0.929,8.15,2.83,2.71
"Ternansky, Robert J.",CHEM 40C,FA19,135,59,0.764,0.873,7.98,2.94,2.7
"Lam, Tin Yiu",CHEM 43A,FA19,306,159,0.5720000000000001,0.7,7.93,3.24,3.07
"Lam, Tin Yiu",CHEM 43A,FA19,283,126,0.6940000000000001,0.775,7.87,3.32,3.12
"Pomeroy, Robert S.",CHEM 6A,FA19,180,87,0.875,0.805,6.8,2.95,2.67
"Schnoebelen, Carly Lynn",CHEM 6A,FA19,363,210,0.965,0.9329999999999999,5.19,3.23,2.88
"Brydges, Stacey",CHEM 6A,FA19,411,250,0.845,0.894,6.45,3.1,2.98
"Young, Mark",CHEM 6A,FA19,150,78,0.753,0.625,6.5,2.82,2.77
"Brydges, Stacey",CHEM 6A,FA19,411,235,0.872,0.856,6.65,2.98,2.92
"Bussey, Thomas J",CHEM 6A,FA19,410,215,0.95,0.965,5.9,3.16,2.84
"Young, Mark",CHEM 6A,FA19,85,46,0.568,0.5579999999999999,5.64,2.65,2.75
"Hoeger, Carl",CHEM 6A,FA19,389,211,0.872,0.8320000000000001,6.14,2.98,3.01
"Albizati, Kim F.",CHEM 6A,FA19,123,78,0.986,0.986,4.94,3.54,3.1
"Tauber, Michael",CHEM 6AH,FA19,106,67,0.615,0.831,7.85,3.09,3.13
"Crowell, John E",CHEM 6B,FA19,193,105,0.586,0.515,7.35,2.74,2.75
"Bussey, Thomas J",CHEM 6C,FA19,392,220,0.856,0.945,7.23,2.92,2.42
"Leigh, Brian",CHEM 7L,FA19,354,204,0.872,0.9890000000000001,6.74,3.2,3.0
"Leigh, Brian",CHEM 7L,FA19,347,182,0.883,0.982,6.14,3.21,3.01
"Slade, Jonathan",CHEM 100A,SP19,94,42,0.81,0.976,8.5,3.26,3.45
"Pomeroy, Robert S.",CHEM 100B,SP19,30,13,0.846,0.846,8.5,2.77,3.33
"Pomeroy, Robert S.",CHEM 100B,SP19,23,13,0.75,0.917,9.83,3.33,3.33
"Sinha, Amitabha",CHEM 105A,SP19,38,15,0.769,1.0,10.65,3.08,3.42
"Sinha, Amitabha",CHEM 105A,SP19,38,17,0.875,0.938,8.9,3.33,3.42
"Jennings, Patricia A.",CHEM 108,SP19,46,18,0.941,0.588,6.5,3.41,3.68
"Jennings, Patricia A.",CHEM 108,SP19,38,17,0.765,0.765,7.44,3.53,3.68
"Wang, Wei",CHEM 11,SP19,276,159,0.805,0.805,4.12,3.21,3.05
"Debelouchina, Galia T",CHEM 113,SP19,28,8,0.875,0.875,7.75,4.0,3.91
"Komives, Elizabeth A",CHEM 113,SP19,28,8,0.875,0.875,7.75,4.0,3.91
"Opella, Stanley J",CHEM 114A,SP19,103,77,0.868,0.711,4.24,3.58,3.19
"Joseph, Simpson",CHEM 114C,SP19,252,103,0.713,0.723,7.09,3.11,2.5
"Sailor, Michael Joseph",CHEM 120B,SP19,75,34,0.935,0.968,6.18,3.29,3.17
"Crowell, John E",CHEM 126,SP19,64,22,0.636,0.591,9.14,3.05,2.98
"Yuen Zhou, Joel",CHEM 127,SP19,165,107,0.774,0.887,8.12,3.09,2.95
"Xiong, Wei",CHEM 132,SP19,80,27,0.7040000000000001,0.9229999999999999,8.04,2.62,2.78
"Ternansky, Robert J.",CHEM 143B,SP19,129,62,0.754,0.544,7.45,3.0,3.25
"Weizman, Haim",CHEM 151,SP19,77,28,0.9620000000000001,0.963,3.19,3.54,3.48
"Burkart, Michael D",CHEM 157,SP19,39,25,1.0,1.0,5.17,3.3,3.26
"Devaraj, Neal Krishna",CHEM 168,SP19,98,48,0.917,0.958,3.99,3.3,3.1
"Prather, Kimberly A",CHEM 173,SP19,64,24,0.9129999999999999,0.826,6.07,2.82,3.15
"Dickson, Andrew Gilmore",CHEM 174,SP19,26,12,0.636,0.636,6.86,2.73,3.23
"Albizati, Kim F.",CHEM 40A,SP19,245,96,0.91,0.9890000000000001,6.54,3.0,2.67
"Weizman, Haim",CHEM 40B,SP19,301,125,0.812,0.912,7.44,2.88,2.86
"Siegel, Dionicio R.",CHEM 40B,SP19,301,140,0.909,0.9620000000000001,6.11,3.13,3.1
"Ternansky, Robert J.",CHEM 40C,SP19,142,65,0.759,0.929,8.15,2.91,2.72
"Hoeger, Carl",CHEM 40C,SP19,368,135,0.6509999999999999,0.73,8.75,2.88,2.82
"Tor, Yitzhak",CHEM 40CH,SP19,95,49,0.9570000000000001,0.978,6.54,3.67,3.55
"Klosterman, Jeremy K",CHEM 43A,SP19,244,216,0.743,0.7759999999999999,8.11,3.23,3.14
"Klosterman, Jeremy K",CHEM 43A,SP19,215,195,0.7709999999999999,0.792,8.09,3.34,3.14
"Deshmukh, Lalit",CHEM 6A,SP19,238,145,0.8,0.8059999999999999,5.34,2.92,2.17
"Young, Mark",CHEM 6B,SP19,336,165,0.7240000000000001,0.5820000000000001,6.5,2.75,2.62
"Crowell, John E",CHEM 6B,SP19,181,66,0.597,0.426,7.05,2.77,2.45
"Debelouchina, Galia T",CHEM 6C,SP19,394,315,0.9359999999999999,0.981,5.41,3.32,3.15
"Brydges, Stacey",CHEM 6C,SP19,422,215,0.873,0.9359999999999999,5.58,3.28,3.14
"Lam, Tin Yiu",CHEM 6C,SP19,417,222,0.84,0.889,6.17,3.17,2.88
"Hoeger, Carl",CHEM 6C,SP19,184,101,0.8190000000000001,0.753,7.36,2.9,2.82
"Bussey, Thomas J",CHEM 6C,SP19,88,47,0.9129999999999999,1.0,5.37,3.15,2.97
"Kubiak, Clifford Paul",CHEM 6CH,SP19,59,31,0.833,0.9,6.44,3.42,3.28
